"storeid","stars_avg","computed_stars_avg"
"0061893A-FAE6-4984-B073-1AEFB5C0B3D8",4.299019607843137,4.038079496757106
"00948367-54E5-4A07-B2D9-B112C13D366A",4.317391304347826,3.980100953045653
"00EE25B0-6CAC-405E-A178-07DA3DDB63A5",4.255813953488372,3.8640281662639526
"01860462-1ADF-4FDB-9257-38DAECE9EE43",4.53921568627451,4.290966524493791
"01A580DB-ABE8-4F92-83D2-77399EDC0163",4.19253604749788,3.8862911465931282
"01ECC191-3AD0-4FAE-8E47-805A53CB39B1",4.666666666666667,4.0790402361151505
"01F94996-F48C-403F-9FCE-B9DEBC804751",4.065573770491803,3.8162445557221307
"02FB8918-8FD5-4B3E-859B-059149763973",3.8947368421052633,3.599536182405263
"0368A6AD-C387-4C75-A1FA-E422268115C4",4.256140350877193,4.018028660365264
"05959AC9-ECE8-4D08-A771-D6B2EA700D0D",4.5,4.205842031430557
"07023E18-D0EB-41C7-A4E6-37B9CA157804",4.458333333333333,4.311828751016667
"096D5F19-0846-4C41-8E95-C526A9271095",3.888888888888889,3.5385988447444445
"09BD02FD-C62A-43A4-BF4A-5C8FCBB29233",4.809523809523809,4.628117240250001
"0A5270E3-2054-49D1-9DFD-778F39000D50",4.373949579831932,4.032213897119749
"0CA2A9B7-7695-43AF-98D9-FB55761E0796",3.7035742035742034,3.4357946264601753
"0D20CBB2-BB73-4B24-9CFB-34A96815C14A",4.294117647058823,3.970203741039037
"0EA6E769-9FE7-4BCD-9D02-24ADD7CB1C90",4.095334685598377,3.824835048618559
"0F1BCA74-26B8-406E-AC14-D8BD619AB88D",4.17,3.914539709582
"1047BF1A-8184-42FD-A600-C957DD620C38",3.823529411764706,3.3159633656235297
"10C9AAE1-CAF6-43FF-9CA7-A71124F35E25",4.512001979707993,4.220512977368697
"1283A1AC-5BCE-464B-AE3D-C7C2865021A2",4.571428571428571,4.311841930440261
"136782F7-3240-4093-8931-5F93F21722AA",4.34832491968793,4.044056746367603
"1A46B582-627A-4A41-8E6D-1F4F2A19F092",4.293269230769231,4.13252854680721
"1C1E02EA-23E8-46D7-9D3E-915974607767",4.407407407407407,4.076609493059259
"1D2928D2-23CE-495A-A13C-1C3554DD67F0",4.309124767225326,4.002458871190317
"1D2A0DDE-57D0-4030-8B1F-5C33E3A4A94F",4.301526717557252,3.8908625380996193
"214FF45D-F344-4102-A743-1AE1A90E8093",3.9302325581395348,3.703370101548372
"21ACDA10-0991-4A75-B780-F4B34A0A2DCE",4.436643835616438,4.199955667170548
"226E3EC9-43B3-44DE-8513-8744FAAFF71E",3.6222222222222222,3.3430164610488893
"23D9C9DC-B946-439A-B154-AD86255E3D5E",4.625,4.2160705470493065
"28140F21-CE6B-474F-BACB-93990F76FA57",4.01860099554624,3.7425884858582896
"29372B73-36A7-4842-AC7D-314DF95E5353",4.49492385786802,4.15861375636193
"298BE15C-88DF-4A5F-9678-3A6C27B9FA76",3.7734018264840183,3.553208623778767
"2AD6EA83-9E1E-46B5-8F95-25C58D792920",4.434977578475336,4.10738144317646
"2C01B4B4-667A-42E4-982A-B7BA05A96069",4.333333333333333,3.581615784266667
"2DFC667C-6D67-40FE-AFA1-E6BD247CE3C2",2.8493150684931505,2.8175068931904113
"304DBB03-2536-4824-BE00-F61D15119C74",3.7109826589595376,3.5902955456237002
"31152792-9945-4820-AA19-7511E2B3DC30",4.1173913043478265,3.7731817220832187
"312F26BD-6464-48A7-A5A7-74C16369E60E",4.359677419354838,4.045959776749194
"31B8D836-0B11-4E96-B76F-01CC983BE0A5",4.386582809224318,4.067798200375389
"31F9155E-A921-492B-8C8E-DD83B31F2C35",4.516528925619835,4.258261217717357
"3219F1C9-31AD-4165-8152-8A24EEBC7C74",4.273381294964029,3.902430715356729
"33D803AA-7728-4037-8976-5E31345F8A7C",4.33939393939394,3.953316136830607
"33EF0E3B-9B64-48FA-9534-B801F7C9FAF1",5,4.68580971175
"343576D1-70BC-446B-B197-35E63C3F6329",4.381067961165049,4.064565760223544
"34BB73F7-5905-4D22-A71B-51EBF5265D16",4.197939661515821,3.8211092757293583
"34BC1B90-FC7E-4F8D-A750-AF0E0C9E09EF",3.6830357142857144,3.49833231104241
"35366ECB-8149-417F-BFD4-A85B7DE3A6E6",4.105263157894737,3.771115678246491
"355CA0FB-66C1-4A81-8D38-9D7E3533B8D7",4.230425055928412,3.961597187561969
"369C4C54-BB8A-4539-AAF8-AD96A9EE1155",3.9635093167701863,3.6029418242194877
"36B75E87-4ED7-4CF8-93E9-6F18039566EF",2.987012987012987,2.94313317021948
"379FF765-CD9F-4266-AF29-88B7F5BEF735",4.251417769376181,3.929429154213232
"37E6961F-1061-4EF2-9121-9C6347938A04",4.2,3.887438952633043
"3817BB34-05B9-45EC-87FB-119E394FAC9E",4.666666666666667,4.091653907296297
"38950ABE-0CE0-4508-9539-DC68DEC15A25",4.63973063973064,4.402005246283502
"38A995EF-80C0-4559-96D7-B756C5BDDC51",4.331578947368421,4.026601424476843
"39768A2B-CAA8-4999-8EAE-8F50F9A61E7D",3.41025641025641,3.1756424548769226
"39E8FD83-04B8-4AAA-8A1A-A6007602C0B0",4.555555555555555,4.106671498444445
"3B89AAB2-DB3A-470F-8052-E2F929626997",4.0416,3.7283846223012747
"3BC8CF14-3F35-41A4-9BF3-705A7FB2B6B6",4.124916275954454,3.8488166300391513
"3BD7486B-F341-46F4-9A1A-2D0891F93310",4.5395061728395065,4.283274083455189
"3CBF6858-05DC-496C-80CA-0F206E061CF9",4.327476038338658,4.050570234137139
"3D9CEC5B-B0E3-42D2-B078-B277381AA3FB",4.43191196698762,4.00596266612448
"3F3A003F-82B3-4847-B24A-89BAF7882CBE",2.1403508771929824,2.286959957803509
"407D7004-1806-449C-B6B3-C7F5D1E2E452",4.032558139534884,3.730196178340928
"431DAB17-8A6F-46B6-9AE2-3876F742633F",4.331932773109243,3.91216414084874
"4365E681-BD56-4378-BEF7-1463BE3E17F5",4.174454828660436,4.003171041417134
"44531B4B-EE24-4BD5-BD14-7B0567E6E8E7",4.655502392344498,4.329776655603829
"4724AEBE-9792-472D-A567-7891E4C2AFEA",4.462246777163904,4.047633548789687
"474D4E2F-BBAC-4BF8-B3B6-6B524D745860",4.4,4.122834818333822
"4788E016-CF00-4DDF-A163-6DC9F92E7F2D",3.973333333333333,3.683175010703
"48BDFF39-6B7A-4929-9E13-24DD5B17C5A7",4.4456928838951315,4.211148892177
"4B0F33F8-CB44-4B94-AB1A-A2434A78D674",4.512315270935961,4.307284946823646
"4BE8C822-DDAF-4974-AEF7-E49DB19FE288",3.9447236180904524,3.6597553342698483
"4E822E20-FC23-45E9-BCD6-3275BBFBAF5E",4.03921568627451,3.7805870815831377
"502D841D-FF13-4EB6-82A1-17A435ED5C36",4.342507645259939,4.024005746540371
"5050C680-43C2-489D-9BA1-25158A6FD5BD",4.565217391304348,4.273357195121373
"5051E91A-66C7-4B96-BD31-0F42B3124E00",3.6690251572327046,3.465235639125787
"51173A1F-AC95-4552-B80C-A21C9B6B6E40",4.54054054054054,4.155665994064867
"5193185B-83B0-4CA9-B03B-D954FFA991A1",4.554054054054054,4.163013077402702
"54FA8533-2B4E-4615-A7A0-F372F999BD7F",4.102362204724409,3.750365439144618
"55CB28B9-096C-4FA1-8F18-4B5409E6B0AF",4.6158192090395485,4.3565193965468945
"58DC2C93-CE26-4D8C-A379-7CBAD371BAF6",3.999261992619926,3.6865614435867835
"58F4D10A-AB8F-4679-982B-5F564B32A75D",4.761904761904762,4.506691032742857
"59C89AD5-1926-456E-92D5-64FBDBA26C81",4.532467532467533,4.228204412572726
"5CADF07D-B172-4E46-945C-E03ECB293AD6",3.78343949044586,3.450609732345222
"62ED1275-0424-4B89-86B8-CFD98289DE51",4.121597096188748,3.849285786078947
"64F3EB10-52DF-4DF7-BCD5-3F96A0BB4D4A",4.756756756756757,4.574710813578378
"681C86A5-9F7A-40B9-BAC0-2726D687058C",3.9569767441860466,3.7029297906551193
"685A41C4-41C5-4DD0-90E7-80404C2B8F8C",4.18562874251497,3.92558955995988
"68A3B6B5-5A45-402E-B965-47DC3DC11011",4.060076045627376,3.8682978931214476
"6949D443-9536-47ED-8E65-F974F3F153BA",4.163120567375887,3.9277208168971645
"69B57716-99FA-4B4E-9F00-94C5C65B4EF5",4.682340647857889,4.363255081971682
"6B2A98A9-D118-49B8-8367-82BF0DF89F65",4.091666666666667,3.704044288943756
"6C045E3E-01F9-40ED-B681-1C5A1EBBEC2F",3.6872852233676974,3.3863073609825904
"6C0E0C31-5F2E-44F5-84E2-ABD0809CFC63",3.854625550660793,3.6426939107907477
"6CF8B5D0-9E28-4CF4-BC54-28D85C4F7152",4.2,4.20713404288
"6E4796A3-B9D2-401B-83BA-264D457B1A18",4.666666666666667,4.471380774133333
"6EC40AD5-A2B5-4D15-9CC9-202995047F9E",4.528735632183908,4.194364213572414
"6EE3C226-472F-470E-9787-147D89560305",4.077205882352941,3.6295377552830876
"710FB874-1502-437C-A9BC-538545066039",4.037974683544304,3.7535369634050633
"713347D2-C8AD-42AC-B46F-56F37EBFFD3A",4.253246753246753,3.97755982418896
"72F83C1B-CEB9-463B-9B5F-ED7D62A764DF",4.414634146341464,4.185965370121952
"74F8859A-4214-4595-A34A-F6B3563A880F",4.306172839506173,3.990666182777778
"7639BD44-3894-4FE0-8FA7-A9E23A8B4B8D",4.556034482758621,4.265720582273276
"7729B6FE-A3A9-42CC-B85D-DAA0513C5B51",3.7070063694267517,3.5435953105082794
"77E4BDD1-C28F-443F-A050-A0BFE012983D",4.003267973856209,3.6821442417705876
"77FE6AA7-FF84-4C22-B880-5072168AE1CD",4.33240611961057,4.03316705850677
"7957A2E2-6E64-4F8E-95AA-A8596FF9F12C",4.15,3.5695983707150005
"7AE8F823-7355-4D85-8A4E-F3013E450F24",3.453333333333333,3.1953496406383337
"7AFBB3F3-C450-4F2B-B99B-498580602966",4.390845070422535,4.040407860714785
"7CED296C-1562-4546-A784-9ADDFD39A172",4.343971631205674,3.862632813171983
"7DD4F307-777A-4BE4-8676-3CDC851FEC15",3.58740157480315,3.3253342176592144
"7EEFAB86-1572-4797-BB27-BFF64CD3EC84",4.402843601895735,4.073583973947038
"80B1931E-2F5E-4648-A4AA-D3BC124EEDAF",4.375690607734807,4.072033266562981
"8171F051-AB06-4286-8975-958507E025DF",4.222222222222222,3.8259072703111108
"828AF55B-0D33-4D15-9932-BECC2F7D29D1",3.995967741935484,3.603469125796371
"833B15BC-AE7A-4DCE-9350-B4ADFFE3CCF9",4,3.6675777542673917
"84B7D45F-08B0-450E-A1D9-B572FA5E21FC",4.272556390977444,3.9208358549898543
"84F6A256-70CD-45BF-85B5-0B9C63562886",5,4.4603218735
"86965918-1BB5-43F6-8764-6B0C2094941C",4.326732673267327,3.925788313958085
"86C632C8-27A8-432E-A1CF-1C58029C783A",4.354166666666667,4.060007272997916
"8780CBF9-8B22-4381-8D37-0AAC20F190F2",4.392941176470588,4.221629873992
"88A075C0-296F-4D46-A7C7-F676E0B5A2F1",3.5166666666666666,3.2818872814956688
"88F43696-A895-4490-9525-8AF754F0708F",4.142857142857143,4.0884484073
"8903F049-5A7B-4120-8349-C75838DFB86F",4.406645569620253,4.055228958036392
"890645F1-3F78-4ECF-9FCD-2C889E79E2BB",4.010526315789473,3.6485892921652634
"8C6BED3E-73D2-44CB-85DE-A2A4A0A52444",4.447112635791881,4.246107262309728
"8CDF8DDD-A601-44CD-B8E7-BD01D910704A",4.549636803874092,4.202700606370701
"8E9CCF83-BFC6-4569-840E-110F01BEEE4B",3.9435215946843853,3.6235397315966775
"8EA4A653-1048-4DF4-A3E7-9F9DCF03FBA7",4.116161616161616,3.7722103865035344
"8EA7F15C-5923-43AF-8293-1F769451A8A6",4.523702031602709,4.201918566849887
"9114C807-E6DA-48A8-B1F4-5AF35C205CC6",4.105263157894737,3.903535024852104
"93781487-A435-466E-AE9E-F31A637BFA9A",3.4065934065934065,3.190047150905494
"93C239D6-55E5-4BC7-8767-CF46BED6E20F",4.15929203539823,3.968508663039823
"947C6949-CF8E-4BD3-914A-B411DD3E4433",4.122965641952984,3.793891768966366
"94CCE4B8-0DF4-4303-9909-4B769F1AD2E3",4.363839285714286,3.979026969182437
